App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
commons-lang;FastDateParserTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\time\FastDateParser.java;730;59;66;2;0;0;5;0;0;0;11;0;0;1;2;2;0;0;1;2;0;0;3
commons-lang;FastDatePrinterTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\time\FastDatePrinter.java;450;34;68;2;0;0;0;0;0;0;1;0;0;0;8;1;0;0;0;0;0;0;2
commons-lang;FastTimeZoneTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\time\FastTimeZone.java;101;14;25;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;GmtTimeZoneTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\time\GmtTimeZone.java;96;12;13;9;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;3
commons-lang;StopWatchTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\time\StopWatch.java;367;28;54;19;0;0;0;0;0;18;0;0;0;0;3;1;0;0;7;0;0;0;15
commons-lang;ImmutablePairTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\ImmutablePair.java;260;24;62;12;0;0;0;5;0;15;3;0;0;0;6;0;0;0;0;0;0;0;6
commons-lang;ImmutableTripleTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\ImmutableTriple.java;202;17;54;8;0;0;0;5;0;10;1;0;0;0;7;0;0;0;0;0;0;0;5
commons-lang;MutablePairTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\MutablePair.java;155;12;37;7;0;0;0;3;0;7;2;0;0;0;4;0;0;0;0;0;0;0;3
commons-lang;MutableTripleTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\MutableTriple.java;139;11;39;6;0;0;0;3;0;6;0;0;0;0;7;0;0;0;0;0;0;0;4
commons-lang;PairTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\Pair.java;157;13;33;9;0;0;0;0;0;11;0;0;0;0;2;0;0;0;0;0;0;0;6
commons-lang;TripleTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\tuple\Triple.java;153;13;36;8;0;0;0;0;0;19;0;0;0;0;2;0;0;0;0;0;0;0;3
commons-lang;FluentBitSetTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\util\FluentBitSet.java;1828;48;180;38;0;0;0;0;0;234;107;0;0;0;9;15;0;0;26;13;0;0;17
